
 occurs 35772 times.
setUseVolumeKeysForNavigation occurs 1 times.
setUsecdata occurs 1 times.
setUseemptyelementtags occurs 1 times.
setUserContent occurs 1 times.
setUserName occurs 3 times.
setUsername occurs 1 times.
setValue occurs 8 times.
setValueForMessages occurs 1 times.
setValueForThreads occurs 1 times.
setValues occurs 26 times.
setVerticalOffset occurs 2 times.
setVibrate occurs 1 times.
setVibratePattern occurs 1 times.
setVibrateTimes occurs 1 times.
setView occurs 3 times.
setViewBinder occurs 1 times.
setViewDrawable occurs 6 times.
setViewImage occurs 2 times.
setViewPager occurs 20 times.
setViewText occurs 12 times.
setViewTextSize occurs 1 times.
setViewTitle occurs 2 times.
setViewType occurs 1 times.
setViewValue occurs 1 times.
setVisibility occurs 36 times.
setVisible occurs 8 times.
setVisibleInt occurs 2 times.
setVisibleLimit occurs 2 times.
setVolume occurs 1 times.
setVolumeControlStream occurs 3 times.
setWidth occurs 1 times.
setWidthLimit occurs 2 times.
setWifiCheckBox occurs 1 times.
setWifiState occurs 3 times.
setWillNotDraw occurs 7 times.
setWindowCallback occurs 2 times.
setWindowProgress occurs 2 times.
setWindowTitle occurs 4 times.
setWithPartiesP occurs 1 times.
setWrapFolderNames occurs 1 times.
setmLastPause occurs 1 times.
setup occurs 8 times.
setupActionBar occurs 20 times.
setupAnimations occurs 3 times.
setupBroadcastReceiver occurs 2 times.
setupChildViews occurs 1 times.
setupClickListeners occurs 3 times.
setupEndValue occurs 2 times.
setupEndValues occurs 6 times.
setupFooter occurs 3 times.
setupGestureDetector occurs 6 times.
setupGetter occurs 6 times.
setupHeader occurs 3 times.
setupInitialState occurs 2 times.
setupListPreference occurs 24 times.
setupPreferenceManager occurs 2 times.
setupPushers occurs 2 times.
setupPushing occurs 1 times.
setupService occurs 3 times.
setupSetter occurs 8 times.
setupSetterAndGetter occurs 6 times.
setupSetterOrGetter occurs 6 times.
setupStartValue occurs 2 times.
setupStartValues occurs 6 times.
setupValue occurs 6 times.
setupViewFiles occurs 4 times.
share occurs 4 times.
shareCurrentTrack occurs 2 times.
shellOut occurs 1 times.
shift occurs 4 times.
shopFor occurs 1 times.
shortcutIntent occurs 1 times.
shouldDelayChildPressedState occurs 4 times.
shouldImportMessage occurs 1 times.
shouldIncludeItem occurs 4 times.
shouldLock occurs 1 times.
shouldManage occurs 1 times.
shouldNotifyForMessage occurs 3 times.
shouldOverrideUrlLoading occurs 7 times.
shouldRing occurs 1 times.
shouldShowIcon occurs 2 times.
shouldShowShortcut occurs 2 times.
shouldVibrate occurs 1 times.
show occurs 42 times.
showAbout occurs 2 times.
showAccountsImportedDialog occurs 1 times.
showAdditionalHeaders occurs 3 times.
showAggregatesDialog occurs 2 times.
showAlbumArt occurs 2 times.
showAlert occurs 3 times.
showAllHeaders occurs 1 times.
showAnimations occurs 1 times.
showAttachments occurs 3 times.
showCheatSheet occurs 1 times.
showColorPicker occurs 1 times.
showContactName occurs 1 times.
showContactPicture occurs 1 times.
showContextMenu occurs 5 times.
showContribDialog occurs 1 times.
showContribInfoDialog occurs 3 times.
showCorrespondentNames occurs 1 times.
showDefaultTitleView occurs 3 times.
showDeselectedState occurs 1 times.
showDialog occurs 35 times.
showDialogAttributes occurs 2 times.
showDisclaimer occurs 2 times.
showDlgApplications occurs 2 times.
showDlgAttributes occurs 2 times.
showError occurs 6 times.
showErrorDialog occurs 5 times.
showExtsdcardInfo occurs 2 times.
showFile occurs 1 times.
showFileBrowser occurs 2 times.
showFileBrowserActivity occurs 2 times.
showFirstView occurs 1 times.
showFlag occurs 1 times.
showFooterLoadingLayout occurs 1 times.
showGeneralInfoTutorial occurs 2 times.
showHeaderLoadingLayout occurs 1 times.
showImportSelectionDialog occurs 1 times.
showInfo occurs 5 times.
showInvisibleViews occurs 1 times.
showKeyBoard occurs 1 times.
showLoading occurs 12 times.
showLogicalNextMessage occurs 1 times.
showMarkAsRead occurs 1 times.
showMaster occurs 5 times.
showMessageList occurs 5 times.
showMessageTitleView occurs 2 times.
showMessageView occurs 3 times.
showMessageViewPlaceHolder occurs 5 times.
showMessageWebView occurs 3 times.
showMoreFromSameSender occurs 2 times.
showNextMessage occurs 6 times.
showNextMessageOrReturn occurs 2 times.
showNotification occurs 3 times.
showOpenSourceLicenses occurs 2 times.
showOrHideQuotedText occurs 10 times.
showOverflowMenu occurs 10 times.
showPasswordDialog occurs 1 times.
showPathTextInput occurs 3 times.
showPictures occurs 1 times.
showPopUp occurs 1 times.
showPopup occurs 4 times.
showPopupUnchecked occurs 12 times.
showPreviousMessage occurs 5 times.
showProgressBars occurs 6 times.
showProgressDialog occurs 8 times.
showQuickSettings occurs 2 times.
showRestoreDialog occurs 2 times.
showSecondView occurs 1 times.
showSelectAll occurs 1 times.
showSelectedState occurs 1 times.
showServiceAlert occurs 2 times.
showShowAttachmentsAction occurs 4 times.
showShowMessageAction occurs 4 times.
showShowPicturesAction occurs 4 times.
showSimpleDialog occurs 1 times.
showSoftInputUnchecked occurs 4 times.
showStatusMessage occurs 2 times.
showTabs occurs 2 times.
showThread occurs 2 times.
showToast occurs 7 times.
showTutorialToast occurs 1 times.
showUnknownError occurs 2 times.
showUsage occurs 3 times.
showWarningResetDialog occurs 1 times.
showWebview occurs 12 times.
showWelcomeMessage occurs 1 times.
shown occurs 2 times.
showsIcon occurs 6 times.
showsNotification occurs 1 times.
showsTextAsAction occurs 2 times.
shuffleAll occurs 1 times.
shutdown occurs 1 times.
signalHop occurs 1 times.
simpleTextToHtml occurs 2 times.
singleton occurs 7 times.
size occurs 33 times.
sizeOf occurs 4 times.
sizeToStr occurs 2 times.
sizeof occurs 1 times.
skip occurs 2 times.
skipAccountsInBackStack occurs 1 times.
skipFolderListInBackStack occurs 2 times.
skipIfSpace occurs 3 times.
skipToEndTag occurs 11 times.
skipWhitespaces occurs 10 times.
sleep occurs 4 times.
sleepCheck occurs 4 times.
smaller occurs 2 times.
smoothScrollTo occurs 18 times.
smoothScrollToAndBack occurs 3 times.
smoothScrollToLonger occurs 1 times.
snapshot occurs 1 times.
solver occurs 12 times.
someAlreadyOpen occurs 1 times.
song occurs 1 times.
sort occurs 4 times.
sortActivities occurs 12 times.
sortNodes occurs 8 times.
specialCase occurs 3 times.
splashScreen occurs 12 times.
splitComplete occurs 1 times.
splitEmail occurs 4 times.
sqlQuery occurs 1 times.
sqlUpdate occurs 1 times.
start occurs 62 times.
startActionMode occurs 18 times.
startActionModeForChild occurs 2 times.
startActivity occurs 106 times.
startActivityForResult occurs 39 times.
startAnimation occurs 16 times.
startBodyPart occurs 1 times.
startDispatchingItemsChanged occurs 8 times.
startDocument occurs 2 times.
startDrag occurs 7 times.
startDragPosition occurs 2 times.
startElement occurs 3 times.
startForeground occurs 1 times.
startGame occurs 8 times.
startHeader occurs 1 times.
startIfReady occurs 6 times.
startIntegratedInbox occurs 1 times.
startMessage occurs 1 times.
startMultipart occurs 1 times.
startNotification occurs 2 times.
startOmnidroid occurs 3 times.
startPlayback occurs 3 times.
startPreview occurs 2 times.
startRefileActivity occurs 3 times.
startScan occurs 1 times.
startScrolling occurs 1 times.
startSearch occurs 5 times.
startSelectCategory occurs 2 times.
startService occurs 16 times.
startTest occurs 1 times.
startTracking occurs 1 times.
startUpgradeInBackground occurs 2 times.
startWakeLock occurs 2 times.
startsWith occurs 3 times.
startsWithSimple occurs 7 times.
startwfService occurs 2 times.
statNotifCheck occurs 1 times.
stereoMatcher occurs 2 times.
stop occurs 26 times.
stopAllPushing occurs 1 times.
stopAnimation occurs 12 times.
stopDispatchingItemsChanged occurs 8 times.
stopDrag occurs 3 times.
stopForeground occurs 3 times.
stopNotification occurs 2 times.
stopPreview occurs 3 times.
stopPushers occurs 2 times.
stopScrolling occurs 1 times.
stopSelf occurs 20 times.
stopService occurs 6 times.
stopTracking occurs 1 times.
stopWakeLock occurs 2 times.
storeInIconCache occurs 6 times.
storeSmallMessage occurs 1 times.
storeYCoordinate occurs 2 times.
stripSubject occurs 1 times.
subUiVisibilityChanged occurs 2 times.
submitWords occurs 4 times.
subscribedFoldersOnly occurs 1 times.
substring occurs 1 times.
suite occurs 2 times.
super occurs 617 times.
supplicantFix occurs 2 times.
supplicantInterruptCheck occurs 1 times.
supplicantPatternCheck occurs 1 times.
supportInvalidateOptionsMenu occurs 13 times.
supportsFetchingFlags occurs 2 times.
supportsVendor occurs 4 times.
suppressMessages occurs 5 times.
surfaceChanged occurs 1 times.
surfaceCreated occurs 1 times.
surfaceDestroyed occurs 1 times.
swap occurs 5 times.
swapCursor occurs 2 times.
switch occurs 87 times.
switchLocalStorage occurs 3 times.
switchProvider occurs 1 times.
switchToIdentity occurs 3 times.
syncFlags occurs 3 times.
syncFolder occurs 2 times.
syncMessages occurs 4 times.
syncRemoteDeletions occurs 1 times.
synchronizeFolder occurs 3 times.
synchronizeMailbox occurs 2 times.
synchronizeMailboxAddOrUpdateMessage occurs 1 times.
synchronizeMailboxFailed occurs 8 times.
synchronizeMailboxFinished occurs 9 times.
synchronizeMailboxHeadersFinished occurs 2 times.
synchronizeMailboxHeadersProgress occurs 2 times.
synchronizeMailboxHeadersStarted occurs 2 times.
synchronizeMailboxNewMessage occurs 2 times.
synchronizeMailboxProgress occurs 3 times.
synchronizeMailboxRemovedMessage occurs 3 times.
synchronizeMailboxStarted occurs 6 times.
synchronizeMailboxSynchronous occurs 3 times.
systemStatusChanged occurs 3 times.
tagAttributes occurs 3 times.
tagEncountered occurs 1 times.
tagEnd occurs 3 times.
tagExists occurs 1 times.
tagStart occurs 2 times.
tearDown occurs 17 times.
tempDownloadToSdcard occurs 2 times.
templates occurs 1 times.
test occurs 3 times.
testAuthenticationResponse occurs 3 times.
testBadVersion occurs 1 times.
testBalancing occurs 1 times.
testBranchedFiltersTwoAction occurs 1 times.
testCleanActivityName occurs 1 times.
testConstructorOmniArea occurs 1 times.
testConstructorString occurs 1 times.
testCorruption occurs 1 times.
testCreateStoreUriImapAutoDetectNamespace occurs 1 times.
testCreateStoreUriImapEmptyPrefix occurs 1 times.
testCreateStoreUriImapNoExtra occurs 1 times.
testCreateStoreUriImapPrefix occurs 1 times.
testDecodeStoreUriImapAllExtras occurs 1 times.
testDecodeStoreUriImapAutodetectAndPrefix occurs 1 times.
testDecodeStoreUriImapEmptyPrefix occurs 1 times.
testDecodeStoreUriImapNoExtras occurs 1 times.
testDecodeStoreUriImapPrefixOnly occurs 1 times.
testDelete occurs 12 times.
testEmptyRule occurs 1 times.
testEqual occurs 3 times.
testEqualsObject occurs 1 times.
testFetch occurs 12 times.
testFetchAll occurs 12 times.
testFetchAllOrdered occurs 1 times.
testFilterMatchFalse occurs 1 times.
testFullyQualifiedClassName occurs 1 times.
testFullyQualifiedClassNameSamePackage occurs 1 times.
testFunctions occurs 1 times.
testGetActions occurs 1 times.
testGetDataFilterID occurs 1 times.
testGetDataTypeID occurs 1 times.
testGetDate occurs 1 times.
testGetDayOfWeek occurs 1 times.
testGetEvent occurs 1 times.
testGetFilterFromString occurs 4 times.
testGetHeaderParameter occurs 1 times.
testGetImapRangeValues occurs 1 times.
testGetImapSequenceValues occurs 1 times.
testGetInvalidField occurs 2 times.
testGetLatitude occurs 1 times.
testGetLongitude occurs 1 times.
testGetOmniArea occurs 1 times.
testGetProximityDistance occurs 1 times.
testGetRulesMatchingEvent occurs 1 times.
testGetUserInput occurs 1 times.
testGetValue occurs 1 times.
testIdentityString occurs 1 times.
testIdentityStringNoFlag occurs 1 times.
testIdleState occurs 1 times.
testImapListMethods occurs 1 times.
testInboundOffHook occurs 1 times.
testInitialState occurs 1 times.
testInnerHtml occurs 1 times.
testInsert occurs 12 times.
testIsIdle occurs 1 times.
testIsInboundOffhook occurs 1 times.
testIsOutboundOffhook occurs 1 times.
testIsRinging occurs 1 times.
testIsValidFilter occurs 4 times.
testMatchFilter occurs 2 times.
testMatchFilterFilterDataType occurs 1 times.
testMatchFilterFilterOmniArea occurs 1 times.
testMatchTrue occurs 1 times.
testMultipartPlainTextMessage occurs 1 times.
testNoQuote occurs 1 times.
testNodeTraverse occurs 1 times.
testNotEqual occurs 3 times.
testNull occurs 1 times.
testOkResponseWithRespTextCode occurs 1 times.
testOkResponseWithRespTextCodeAndText occurs 1 times.
testOkResponseWithText occurs 1 times.
testOmniDateDate occurs 1 times.
testOmniDateString occurs 1 times.
testOmniTextObject occurs 1 times.
testOneAction occurs 1 times.
testOneActionOneFilter occurs 1 times.
testOneFilter occurs 1 times.
testOutboundOffHook occurs 1 times.
testParseIdentityString occurs 1 times.
testParseIdentityStringNoFlag occurs 1 times.
testParseWithMissingEmail occurs 1 times.
testPathExpression occurs 1 times.
testPraseWithValidEmail occurs 1 times.
testPraseWithValidEmailMulti occurs 1 times.
testPrecondition occurs 12 times.
testProperties occurs 1 times.
testPrpertiesConstructor occurs 1 times.
testQuote occurs 1 times.
testQuoteDepthColor occurs 1 times.
testRelativeClassName occurs 1 times.
testResetRule occurs 1 times.
testRinging occurs 1 times.
testRulesFail occurs 1 times.
testRulesPass occurs 1 times.
testSerialization occurs 1 times.
testSimpleHtmlMessage occurs 1 times.
testSimpleOkResponse occurs 1 times.
testSimplePlainTextMessage occurs 1 times.
testTagProviders occurs 1 times.
testTextQuoteToHtmlBlockquote occurs 1 times.
testTextQuoteToHtmlBlockquoteIndented occurs 1 times.
testToString occurs 3 times.
testTwoFilterTwoAction occurs 1 times.
testUnqualifiedClassName occurs 1 times.
testUpdate occurs 12 times.
testValidateUserDefinedValue occurs 3 times.
testValidateUserDefinedValueFilterString occurs 1 times.
textToHtml occurs 1 times.
textToHtmlFragment occurs 1 times.
themeActionBar occurs 1 times.
themeIdToName occurs 3 times.
themeInit occurs 1 times.
themeNameToId occurs 1 times.
things occurs 1 times.
this occurs 112 times.
throttled occurs 1 times.
throw occurs 22 times.
throwStandardException occurs 7 times.
tick occurs 16 times.
tileify occurs 10 times.
tileifyIndeterminate occurs 4 times.
toBoolean occurs 21 times.
toBundle occurs 1 times.
toDebugString occurs 1 times.
toEncodedString occurs 2 times.
toFriendly occurs 6 times.
toHtml occurs 1 times.
toHumanString occurs 1 times.
toIdentityString occurs 1 times.
toIntegerBytes occurs 1 times.
toMe occurs 1 times.
toPrettyString occurs 6 times.
toString occurs 77 times.
toText occurs 3 times.
toast occurs 3 times.
toggleFavorite occurs 3 times.
toggleLight occurs 3 times.
toggleLockscreenControls occurs 2 times.
toggleMessageSelect occurs 5 times.
toggleMessageSelectWithAdapterPosition occurs 3 times.
toggleRule occurs 2 times.
toggleSong occurs 1 times.
toggleWifi occurs 9 times.
tokenize occurs 3 times.
touchAudioExtrPref occurs 2 times.
touchBox occurs 8 times.
touchFile occurs 1 times.
touchScreen occurs 4 times.
track occurs 2 times.
transactions occurs 2 times.
transformAttributes occurs 1 times.
transformMatrix occurs 6 times.
transitions occurs 18 times.
translateFolder occurs 1 times.
traverse occurs 1 times.
traverseInternally occurs 2 times.
triggerDelete occurs 3 times.
trimStringEnds occurs 1 times.
trimToSize occurs 9 times.
truncateAfter occurs 3 times.
truncateStatus occurs 3 times.
tryShow occurs 2 times.
turnLightOff occurs 4 times.
turnLightOn occurs 4 times.
turnOffWifi occurs 2 times.
turnOnWifi occurs 2 times.
